"";"data"
"1178";"Wish I had went, and just skipped graduation tomorrow #BritishGP"
"1179";"@LewisHamilton Awesome<U+0001F3C1>Big congratulations<U+0001F3A9><U+0001F3C6>#BritishGP  #TeamLH"
"1180";"RT @hlawiczka: #F1 Fastest laps of #BritishGP - Hamilton on top again: http://t.co/vonH8H8KxE http://t.co/iLRY07iXCI"
"1181";".@ValtteriBottas shines with charge to second straight podium finish: http://t.co/tEZrxasRn1 | #F1 #BritishGP http://t.co/GDFi8ZsfBa"
"1182";"RT @ldelhostal: Le #BritishGP ça continue en ce moment sur @canalplus dans #FormulaOne !"
"1183";"RT @hlawiczka: #F1 @ValtteriBottas reached 329.5kph during #BritishGP. What about other drivers' speed trap? http://t.co/h4FiOr3tJa http://…"
"1184";"What a day for British sport - #Wimbledon2014, #TDF2014 (#tourdefrance) and #BritishGP!!<U+0001F3BE><U+0001F6B4><U+0001F697><U+0001F3C6>Fantastic weather for it all too! <U+0001F60E><U+2600>"
"1185";"Super tussle between Vettel &amp; @alo_oficial plus the bonus rants made it like a movie. Solid drive from @Jules_Bianchi too. #BritishGP #F1"
"1186";"#PF1TR Gráfico de posición por vuelta del Circuito #BritishGP #F1 http://t.co/U1QebUV659"
"1187";"So I guess Lewis is happy again today. #happy #F1 #BritishGP #SkyF1"
"1188";"Well done @LewisHamilton a great race. Fantastic to see you on the number one podium on British soil. #TeamLH #BritishGP"
"1189";"RT @F1Connection: DRIVER OF THE RACE? RT-ALONSOFAV-BOTTAS.Got another? Tweet us! #BritishGP http://t.co/SqLLaWbdjV"
"1190";"#Britishgp #Bemydate #Np #Wimbledon2014 #Uganda #Worldcup #Worldcup2014 #Ned #Arg #Crc #TT31817"
"1191";"Have to say I think one of my fave bits of the weekend was seeing @maxchilton gain ground every lap and overtake Kobayashi! #F1 #BritishGP"
"1192";"#F1 #BritishGP - nico_rosberg: “It's a pity what happened today as I lost a lot of points in the… http://t.co/7B51esFUh6"
"1193";"Top weekend at silverstone for the f1, great to see a British driver on the top step, @TeamWoodlands on top form again as well! #BritishGP"
"1194";"After the massive 47G crash , he is lucky to have escaped with bruises. http://t.co/m9tRhzijyh #BritishGP #Kimi"
"1195";"@robertovery @LewisHamilton @nicolashamilton @F1Racing_mag @SilverstoneUK @MercedesAMGF1 @BlackBerry #Silverstone50 #BritishGP"
"1196";"We should all be #ProudToBeBritish  @SilverstoneUK #BritishGP @Wimbledon @letour in Yorkshire &amp; British fans making all events memorable!"
"1197";"#FormulaOne c'est fini et c'étakt génial. #BritishGP"
"1198";"Today has been awesome silverstone was brilliant topped off with a British winner #BritishGP"
"1199";"“@MercedesAMGF1: #TeamWork :) #F1 #BritishGP @LewisHamilton http://t.co/WhCmrs9Fru”"
"1200";"@LewisHamilton Nice race, good job, fantastic fans... #BritishGP #TeamLH"
"1201";"What a race!! #BritishGp #F1Alonso defended well!! Hamilton has given Britain a reason to celebrate!! :)"
"1202";"#F1 #BritishGP - @LewisHamilton: “Winning in front of your home crowd is just the best feeling.""… http://t.co/bhWwtAanUc"
"1203";"RT @dmoura: Unbelievable crash of #KimiRaikonnen at #BritishGP #F1 and amazing skills done by #FilipeMassa on the pit http://t.co/oaf0VDSoa3"
"1204";"Big shout out too the home #BritishGP winner @LewisHamilton #Salute"
"1205";"@andrewbensonf1 #BBC overlooks @LewisHamilton's previous #BritishGP win?http://t.co/UEYhQAgYXq"
"1206";"@LewisHamilton Awesome win Lewis #BritishGP #champion"
"1207";"The F1 marshals at Silverstone are obviously massively overworked. #BritishGP #savethemarshals http://t.co/Vyjjleix84"
"1208";"RT @McLarenF1: #OnThisDay 6 years ago @LewisHamilton won the #BritishGP for McLaren. Good luck at home again today, old friend! http://t.co…"
"1209";"@JensonButton Brilliant result today, Awesome. @McLarenF1 #F1 #BritishGP"
"1210";"Watch as Esteban Gutierrez sends Pastor Maldonado flying during the #BritishGP http://t.co/eYOh4Fk7eQ http://t.co/we4Loso5M9"
"1211";"Sebastian Vettel: It felt very close with Fernando – maybe a bit too close! http://t.co/tmXFk52a0s #BritishGP #F1 http://t.co/IZeaRbjxjD"
"1212";"RT @joenewmans: RT @LewisHamilton: #Silverstone #BritishGP #TEAMLH http://t.co/xSjmRjC9s8"
"1213";"Spieghiamo l'equivoco del DRS usato nel duello fra Alonso e Vettel:http://t.co/mOeudKThpv#F1 #BritishGP http://t.co/3w7Yay6ZD2"
"1214";"RT @McLarenF1: #RaceMorningQuiz: What was special about this McLaren M2B that Bruce McLaren drove to 6th in the '66 #BritishGP? http://t.co…"
"1215";"What a weekend of sport! I'm worn out! #Wimbledon2014 #BritishGP #TDF2014 #DiamondLeague"
"1216";"RT @MPSWealdstneSgt: Congratulations to Lewis Hamilton for winning #BritishGP  I wonder if he'll lend us his car for our emergency calls #n…"
"1217";"Congrat @LewisHamilton #BritishGP #Silvertone50 #TeamLH"
"1218";"#Britishgp #Bemydate #Np #Uganda #Wimbledon2014 #Worldcup #Ned #Arg #Worldcup2014 #Crc #TT31816"
"1219";"British GP 2014: Grading Race on Strategy, Overtaking, Shocks and Drama #BritishGP@br_ukhttp://t.co/PBiXGstPrB via @bleacherreport"
"1220";"RT @InfinitiGP: Don't forget to follow &amp; RT to WIN these #SignedGloves from #Vettel &amp; @danielricciardo #BritishGP http://t.co/pRPcmVYRAi"
"1221";"@robertovery @LewisHamilton @SimonCowell @SilverstoneUK @F1Racing_mag #Silverstone50 #BritishGP"
"1222";"RT @McLarenF1: Ever wondered how an #F1 car wakes up? We show you...#BritishGP http://t.co/EY9xpEO9S5"
"1223";"RT @el5cavallino: Carlos Sainz: ""Yo creo que Fernando va a poder remontar, como siempre hace"" #Silverstone #BritishGP #F1"
"1224";"What an afternoon of British sport ! Watching @LewisHamilton win the #BritishGP &amp; fantastic spectacle at #Wimbledon2014... #ProudToBeBritish"
"1225";"@LewisHamilton Massive Congrats on an amazing win so proud to be British #BRITISHGP #WINNER #TEAMLH #SILVERSTONE50 <U+0001F3C6><U+0001F3C6>"
"1226";"Terrific #BritishGP today. Good race and excellent organisation by #silverstone. Pleased for @LewisHamilton - good drive."
"1227";"#PF1TR Resultados de Tiempos en la Carrera #BritishGP #F1 http://t.co/8QYXmfM0JR"
"1228";"RT @britishroyals: Meanwhile, Prince Harry is in Silverstone for the British Grand Prix RT @PFF1:#BritishGP http://t.co/WfWVnwzeEL"
"1229";"RT @pumamotorsport: Can't beat that feeling! @LewisHamilton and @MercedesAMGF1 on top of the world at their home GP. #BritishGP http://t.co…"
"1230";"Will be Seeing and Hearing Them in My Sleep tonite #BritishGP http://t.co/2cjGiDJj2B"
"1231";"Rupert Grint, Michael Fassbender i princ Harry na današnjoj utrci hihi. <U+2665> #BritishGP #F1 http://t.co/QoeKzWKvgn"
"1232";"“Yessss! @LewisHamilton! Great race! #winner #Silverstone #BritishGP #TEAMLH http://t.co/SqtpSzR5H1”"
"1233";"Congrats @LewisHamilton #teamlh #BritishGP"
"1234";"@LewisHamilton Huge congrats!! Never stop pushing! This just goes to show... This is your season!! It's hammertime!! #TeamLH #BritishGP #F1"
"1235";"Free TV&amp;MOVIES WorldwideGrand Opening Now!Sign up now. http://t.co/MHKrLA8XEv#BritishGP http://t.co/R87XSJKndX"
"1236";"@LewisHamilton great drive fantastic atmosphere only at #BritishGP"
"1237";"That was interesting with Red Flag, @LewisHamilton wins the #BritishGP - thanks to Nico. Amazing drive @ValtteriBottas @danielricciardo #F1"
"1238";"@MercedesAMGF1 @LewisHamilton #BritishGP #SilverStunner #F1 yesssssss lewis!!!!"
"1239";"Watching the #BritishGP but I've just seen the result on here... #Gahhh"
"1240";"“@LewisHamilton: #Silverstone #BritishGP #TEAMLH http://t.co/lPkFFDY7Z4”"
"1241";"Watching #BritishGP on catch-up. Go @LewisHamilton great racing #Silverstone50"
"1242";"Well that weekend goes by like an F1 car.#BritishGP"
"1243";"Apparently, my DVR thought ""extend by 3 hours"" meant ""RECORD 3 hours."" @F1onNBCSports  #BritishGP @DIRECTV"
"1244";"RT @f1writers: #SebastianVettel at #BritishGP #F1 http://t.co/UKsCKdHHFQ via @loose_wheel_nut"
"1245";"RT @sebvettelnews: Sebastian Vettel &amp; Daniel Ricciardo at Felipe Massa's celebration for his 200th Grand Prix #BritishGP #F1 http://t.co/ar…"
"1246";"RT @sebvettelnews: Sebastian Vettel talks with Felipe Massa at the celebration for his 200th Grand Prix earlier today. #BritishGP #F1 http:…"
"1247";"After 14yrs as Accreditation Manager Mick Loomes is retiring today. Thanks Mick from all @SilverstoneUK #BritishGP."
"1248";"Congratulations Lewis Hamilton #GrandPrix #BritishGP"
"1249";"RT @mditch84: In the race of sweepers @longeatonplant is in the lead #BritishGP http://t.co/zXfxN1XM6Q"
"1250";"I have just got home from amazing weekend at Silverstone and to make it even better @LewisHamilton  won :D. #TeamLH  #BritishGP"
"1251";"#Britishgp #Bemydate #Np #Uganda #Wimbledon2014 #Worldcup #Ned #Arg #Worldcup2014 #Crc #TT31815"
"1252";"@LewisHamilton we're so proud  of you... Only 4 points behind Nico, you can do it. What a race from P6 to P1 WELL DONE #BritishGP #TeamLH"
"1253";"Bad luck to #SebastianVettel &amp; @SChecoPerez in #BritishGP ... #F1"
"1254";"Home after the #BritishGP. Applying the results now."
"1255";"Quiet English summer Sunday just @letour #BritishGP and @Wimbledon ...still, Artisan Cafe #chichester opening very soon."
"1256";"RT @Lotus_F1Team: Meanwhile, back in the garage we've found the original Jude Law... He fits in well, can we keep him? #F1 #BritishGP http:…"
"1257";"#Gutierrez handed grid penalty for Maldonado collision - #F1 #BritishGP http://t.co/A504WZ12w2 http://t.co/EV0MusTfPr"
"1258";"RT @Lotus_F1Team: So if you need a recap of that dramatic #BritishGP, catch up on our race report here --&gt; http://t.co/BNK8OpJZo1 #F1 http:…"
"1259";"""@bbcf1: Watch as Esteban Gutierrez sends Pastor Maldonado flying during the #BritishGP http://t.co/SPvmvGfScp http://t.co/Ny9jwkrgRv"""
"1260";"RT @professorTT: Superb win for Lewis Hamilton today. Well pleased for him #F1 #BritishGP <U+0001F3C1>"
"1261";"@ValtteriBottas Well done on a great drive today at #BritishGP . Superb to see Williams back towards the top. #beproud"
"1262";"RT @Lotus_F1Team: Now we've had a breather, see what @RGrosjean &amp; @Pastormaldo have to say from the #BritishGP: http://t.co/EwbYAABExq http…"
"1263";"What. A. Race. @LewisHamilton took it away. Great fucking racing by @alo_oficial and @Sebas_Vettel. Next time, Kimi. #TeamLH #BritishGP"
"1264";"RT @Seb_VettelFan: #ThanksMarshal with Vettel and Vettel wrist bracelet http://t.co/46JdWcUrVI #sebastianvettel #formula1 #f1 #redbull #bri…"
"1265";"""@LewisHamilton: #Silverstone #BritishGP #TEAMLH http://t.co/y4erSS3YMr"" best #BritishGP for a long time, never felt an atmosphere like that"
"1266";"#1DPicsZayn #BritishGP #selfie #myfirstTweet #Wimbledon2014"
"1267";"RT @LeonFear: As @LewisHamilton has just said ""Never give up"". The Win at #Silverstone50 today speaks for itself. #nevergiveup @FearStephen…"
"1268";"RT @SkySportsF1: That #BritishGP win for Hamilton means he's now just four points behind Rosberg in the Drivers' standings. #SkyF1 http://t…"
"1269";"JUMP! RT @bbcf1 Watch as Esteban Gutierrez sends Pastor Maldonado flying during the #BritishGP http://t.co/GaoqfGdSZc http://t.co/1T4xiB7jyX"
"1270";"Congratulations @lewishamilton &amp; @iwcwatches for another great win for @mercedesamgf1 at #silverstone #BritishGP http://t.co/OKlQ1N9LSp"
"1271";"#BritishGP was one of the best for a while! Thank you @alo_oficial for some of the most incredible moments! Incredible battles on track!!!"
"1272";"More photos of today...#BritishGP #Victory #Lewis #TeamLH #Silverstone50 http://t.co/mZpTcPRAZh"
"1273";"#F1 #FIA post-race press conference  #BritishGP http://t.co/aNom0NJc91"
"1274";"Can I just say well done to @LewisHamilton for getting a home win this afternoon #BritishGP #teamLH"
"1275";"Good to see Lewis Hamilton winning the #BritishGP - back in the hunt for the drivers  championship too."
"1276";"Best #BritishGP at #Silverstone50 edge of your seat racing from #TEAMLH @LewisHamilton @JensonButton @alo_oficial http://t.co/Rj4wpxNQSV"
"1277";"Fantastic day at the #BritishGP today - crowd in stands roared when @LewisHamilton or @JensonButton passed. Was amazing! Great Results"
"1278";"REPORT: An epic, nail biting, all-action #BritishGP! Full rundown + quotes right here -&gt; http://t.co/qo3fVya9dS #F1 http://t.co/jb6szXB2Od"
"1279";"""@SkySportsF1: Fernando Alonso 'proud' of his fight with Sebastian Vettel: http://t.co/YB7OHcv8Ev #BritishGP"" // Duel between 2 real Men."
"1280";".@damsracing Alain Prost &amp; Sir Jackie Stewart meet HRH Prince Harry #BritishGP http://t.co/ryTv6BNTuJ #F1 (via @JMIteam) @nico_prost #FE"
"1281";"RT @Planet_F1: Huge congratulations to Lewis Hamilton, incredible to win his home race #F1 #BritishGP"
"1282";"#ThanksMarshal with Vettel and Vettel wrist bracelet http://t.co/46JdWcUrVI #sebastianvettel #formula1 #f1 #redbull #britishgp #vettel #rb10"
"1283";"RT @veritysmith22: Too excited every time I see @snoozeboxhotel on the telly #snoozebox #BritishGP #Silverstone50 #proudemployee"
"1284";"Unbelievable weekend! Didn't think it could top last year but it has! #BritishGP"
"1285";"Right... I guess that's it... Goodbye Silverstone! #BritishGP #goodbye #Herestonextyear http://t.co/RjNGgdJash"
"1286";"@alo_oficial and @Sebas_Vettel fantastic wheel to wheel racing by two great world champions. #BritishGP"
"1287";"RT @Saporteza: #SebastianVettel @redbullracing #RB10 &amp; @alo_oficial @InsideFerrari #F14T battle. #F1 #BritishGP #Silverstone50 http://t.co/…"
"1288";"After the excitement of #Wimbledon2014 and the #BritishGP this evening looks pretty boring!  wheres the football! lol:-)"
"1289";"“@bbcf1: Watch as Esteban Gutierrez sends Pastor Maldonado flying #BritishGP http://t.co/gqbDaMuxeR http://t.co/ZVPh1xOh2x” @maisiedixon"
"1290";"#Britishgp #Bemydate #Np #Uganda #Wimbledon2014 #Worldcup #Ned #Worldcup2014 #Arg #Crc #TT31814"
"1291";"""@LewisHamilton: #Silverstone #BritishGP #TEAMLH http://t.co/5aM5x78sWV"""
"1292";"Superb win for Lewis Hamilton today. Well pleased for him #F1 #BritishGP <U+0001F3C1>"
"1293";"Hamilton on a roolll babyy #BritishGP #Silverstone #LewisHamilton killed it today! Drv wrk F1 anupam kher show! Gud sunday #AnupamKherShow"
"1294";"@LewisHamilton one of most inspiring athletes competing in our time; #BritishGP #F1 champ @thejudge13 @MercedesAMGF1 http://t.co/MP6xMS1RZE"
"1295";"Missed @LewisHamilton at the #BritishGP today!! Congrats on ur 5th"
"1296";"#SebastianVettel @redbullracing #RB10 &amp; @alo_oficial @InsideFerrari #F14T battle. #F1 #BritishGP #Silverstone50 http://t.co/IPcZnWoCwj"
"1297";"Well done @LewisHamilton  watching you win today was amazing #crowdwentwild #BritishGP #F1 #Hamilton http://t.co/S9BSCLfXfX"
"1298";"""@LewisHamilton: #Silverstone #BritishGP #TEAMLH http://t.co/JmfOYYUnqP"""
"1299";"not the kind of 'home coming' @clubforce wished for. Only 4 points and the car just didn't had enough pace. #BritishGP #F1"
"1300";"<U+0001F60D> RT ""@F1Photographer: 'Still I Rise' @LewisHamilton on top of the world. #F1 #BritishGP #Silverstone #Lewis http://t.co/HEsPJXYOyR"""
"1301";"RT @bbcf1: Highlights of the #BritishGP starting now on @bbcthree - go go go ! http://t.co/KZXKCB7Dbp"
"1302";"RT @BaronVonClutch: 360 Panoramic View of @LewisHamilton at Victory Circle at the #BritishGP: @MercedesAMGF1 http://t.co/ms8wfqfbHb #F1 htt…"
"1303";"#SSF1 #AbsoluteF1 #KeepFightingMichael #BritishGPNico Rosberg insists he would've come out on top in Sunday's... http://t.co/28iPXSE8qW"
"1304";"RT @pickupapainting: ""@LewisHamilton: #Silverstone #BritishGP #TEAMLH http://t.co/5zNZYrYh5R""would  b an honour to paint u http://t.co/6LWJ…"
"1305";"Fantastic race today! Felt for Nico he never deserved that, and the Alonso/Vettel battle was great! #f1 #BritishGP #Silverstone50"
"1306";"""@LewisHamilton: #Silverstone #BritishGP #TEAMLH http://t.co/5zNZYrYh5R""would  b an honour to paint u http://t.co/6LWJ6A7TJU"
"1307";"Ahhh @nico_rosberg was so unlucky. Well done to @LewisHamilton though #BritishGP"
"1308";"It would be interesting to know how many notifications @LewisHamilton had when he checked twitter after the race #BritishGP"
"1309";"Great win at the #britishGP for @LewisHamilton  and @MercedesAMGF1  he needed that #silverstone #f1"
"1310";"RT @WilliamsRacing: Bottas rejoins track behind Vettel and immediately passes him! Great race from our flying Finn! #BritishGP"
"1311";"#F1 Fantastic #BritishGP with the championship heating up again &amp; an epic wheel to wheel battle between Vettel &amp; Alonso! #Awesome"
"1312";"RT @movistar_F1: Vettel desde el coche de @alo_oficial #F1 #BritishGP http://t.co/KcRrpeBJld"
"1313";"@supermiaow 2.7 for #Rosberg and 4.1 for #Hamilton almost double the time #pits stops. #BritishGP #Teamlh #44"
"1314";"“@redbullracing: 2014 #BritishGP - Full gallery here: http://t.co/poeFH7nLqh http://t.co/D5BQgpkcQz” Ricciardo siempre se ve o esta así <U+0001F603><U+0001F603><U+0001F603><U+0001F603>"
"1315";"#BritishGP proves why we all #BelieveinFerrari @InsideFerrari. @alo_oficial qualified 19th, started 16th and finished 6th True #champion #F1"
"1316";"RT @movistar_F1: Bonita batalla entre @alo_oficial y Vettel cuando @KevinMagnussen se suma a la fiesta #F1 #BritishGP http://t.co/TCwfCkdSOw"
"1317";"RT @LewisHamilton: #Silverstone #BritishGP #TEAMLH http://t.co/xSjmRjC9s8"
"1318";"Yes <U+0001F389><U+0001F389><U+0001F389> #hamilton #f1 #britishgp #silverstone http://t.co/9amftlLmKI"
"1319";"RT @R4THBONE: #F1 FANS RT: If I reach 4000 followers B4 the #BritishGP, 1 lucky follower wins a FREE #F1Toons print #Silverstone50 http://t…"
"1320";"RT @MonsterEnergyDE: Was für ein Sieg! @LewisHamilton sah als Erster die Zielflagge beim @Formula1 #BritishGP in @SilverstoneUK! #F1 http:/…"
"1321";"RT @bbcf1: See how @LewisHamilton 'skydived' into @SilverstoneUK for the start of the  #BritishGP! http://t.co/AquXqCcjNB http://t.co/pRm1X…"
"1322";"#SSF1 #AbsoluteF1 #KeepFightingMichael #BritishGPFerrari are reportedly seeking a new company to supply them... http://t.co/5Ip8ff8Bps"
"1323";"is it the Williams car or Bottas is really a strong driver or is it the combination of both? Amazing stuff from him today. #F1 #BritishGP"
"1324";"Massa can't catch a break! #BritishGP #f1"
"1325";"@alo_oficial #Silverstone50 #Ferarri #GPSilverstone #F1 #F1Silverstone #Alonso #BritishGP http://t.co/DwIYNCm8A2"
"1326";"<U+0001F60A><U+0001F60A><U+0001F60A> ""@SkySportsF1: Fernando Alonso 'proud' of his fight with Sebastian Vettel: http://t.co/rslh07b9OK #BritishGP"""
"1327";"@danielricciardo congrats for p3 dan! So proud of you, well done :) #silverstone #BritishGP"
"1328";"RT @pumamotorsport: This is what dreams are made of! We've rarely seen a smile this big on @LewisHamilton! #BritishGP @MercedesAMGF1"
"1329";"No pues excelente Gran Premio, a pesar de la bandera roja. Y bendito dios si pude caminar por el legendario circuito. #BritishGP #F1"
